trail_name,trail_type,distance(miles),high_point(feet),elevation_gain(feet),difficulty,seasons,family_friendly,backpackable,crowded,latitude,longitude
Hole-in-the-Ground,out-and-back,2.0,,374.0,Easy,,,,,43.40499,-121.20261
Homer Campbell Memorial Boardwalk,out-and-back,0.6,,3.0,Easy,,,,,44.41961,-123.32177
Homestead Trail,loop,1.5,,118.0,Moderate,,,,,44.60402,-123.33247
Hood River Mountain Loop,loop,4.7,,984.0,Moderate,,,,,45.67631,-121.46187
Hood River Pipeline Hike,out-and-back,3.3,200.0,110.0,Easy,All year,Yes,No,On summer weekends,,
Hood River Waterfront Hike,out-and-back,6.4,95.0,15.0,Easy,All year,Yes,No,Yes,,
Hoodoo Butte North Loop Trail,loop,4.4,,229.0,Moderate,,,,,44.40547,-121.86162
Hopkins Demonstration Forest Outer Loop,loop,2.8,,557.0,Easy,,,,,45.24963,-122.52261
Horse Butte Loop,loop,9.9,,610.0,Moderate,,,,,43.97423,-121.23005
Horse Creek Trail,out-and-back,6.9,,1486.0,Moderate,,,,,44.48135,-123.9088
Horse Lake Trail,out-and-back,8.6,,780.0,Moderate,,,,,43.98392,-121.81211
Horse Lake via Horse Lake and Pacific Crest Trails,loop,9.0,,767.0,Easy,,,,,43.98392,-121.8121
Horse Ridge Loop Trail,loop,12.1,,1525.0,Moderate,,,,,43.9458,-121.04264
Horse Rock Ridge Research Natural Area,out-and-back,3.5,,1079.0,Moderate,,,,,44.29246,-122.86702
Horse and Dans Trail Loop,loop,8.0,,1400.0,Moderate,,,,,44.6366,-123.29637
Horsepasture Mountain Trail,out-and-back,3.0,,928.0,Moderate,,,,,44.11366,-122.10338
Horseshoe Lake via PCT and Horseshoe Saddle Trail,out-and-back,5.1,,836.0,Easy,,,,,44.76476,-121.78579
Horseshoe Ridge Trail to Zigzag Mountain Trail ,out-and-back,10.9,,2979.0,Hard,,,,,45.38251,-121.86203
Horseshoe Trail,out-and-back,8.8,,2329.0,Hard,,,,,44.31701,-118.41702
Horsetail Falls Loop Hike,loop,2.6,395.0,565.0,Easy,"All year, except during winter storms",Yes,No,Yes,,
Horsetail Falls and Ponytail Falls,out-and-back,0.8,,259.0,Easy,,,,,45.59038,-122.06812
Horsetail and Ponytail Falls via Oneonta Trail [CLOSED],out-and-back,5.9,,1827.0,Hard,,,,,45.59024,-122.06862
Horsfall Beach,out-and-back,0.7,,26.0,Easy,,,,,43.4536,-124.27666
House Rock Viewpoint - Cape Ferrelo Trail,out-and-back,0.9,,65.0,Easy,,,,,42.10673,-124.34638
Howard Creek Trail,loop,3.7,,308.0,Moderate,,,,,44.86399,-122.64219
Howlock Mountain to Thielsen Creek Loop,out-and-back,11.0,,1637.0,Moderate,,,,,43.18352,-122.13349
Hoyt Arboretum Trails,loop,1.3,,213.0,Easy,,,,,45.51571,-122.71611
Hubbards Creek Trail ,out-and-back,1.0,,39.0,Moderate,,,,,42.73709,-124.47621
Huckleberry Mountain Trail,out-and-back,10.6,,3444.0,Hard,,,,,45.34947,-121.99133
Huckleberry Mountain via Boulder Ridge Trail,out-and-back,10.9,,3362.0,Moderate,,,,,45.35028,-121.99183
"Huckleberry, Mark's and Looney's Gate Loop",loop,3.9,,725.0,Moderate,,,,,45.03959,-122.4892
Hug Point Trail,out-and-back,1.2,,78.0,Easy,,,,,45.82837,-123.96121
Hughes House Trail,out-and-back,2.0,,193.0,Moderate,,,,,42.83884,-124.54687
Humbug Day Use Area Loop,loop,0.3,,6.0,Easy,,,,,42.68362,-124.42224
Humbug Mountain Beach Access,out-and-back,0.2,,9.0,Moderate,,,,,42.68741,-124.44447
Humbug Mountain Trail,loop,5.1,,1876.0,Moderate,,,,,42.68779,-124.4393
Hunchback Trail #793 ,out-and-back,18.3,,5603.0,Hard,,,,,45.34221,-121.94047
Hunts Lake via Pamelia Lake Trail and Hunt's Creek and Hunt's Cove Trail,out-and-back,11.6,,2437.0,Moderate,,,,,44.66,-121.89127
Hurricane Creek Trail,out-and-back,19.1,,2860.0,Moderate,,,,,45.3112,-117.30717
Hurwal Divide ,out-and-back,10.4,,2762.0,Moderate,,,,,45.31154,-117.30715
Hyland Forest Park Loop,loop,1.0,,91.0,Easy,,,,,45.46019,-122.82244
Ibach Park Loop,loop,1.2,,39.0,Easy,,,,,45.36089,-122.78504
Ice Lake Trail,out-and-back,16.0,,3530.0,Hard,,,,,45.26923,-117.21248
Ice Lake and Matterhorn Peak,out-and-back,16.6,,5449.0,Hard,,,,,45.26691,-117.213
Illahee Lookout Trail,out-and-back,1.9,,590.0,Moderate,,,,,43.35115,-122.5506
Illinois River Trail: Briggs Creek Campground to Clear Creek,out-and-back,7.5,,1154.0,Moderate,,,,,42.37787,-123.80381
Illinois River Trail: Briggs Creek Campground to Oak Flat Campground,out-and-back,27.0,,6896.0,Hard,,,,,42.37784,-123.80403
Illinois River Trail: Oak Flat Campground to Briggs Creek Campground,out-and-back,27.0,,7654.0,Hard,,,,,42.51901,-124.04211
Illinois River Trail: Oak Flat Campground to Buzzard's Roost,out-and-back,5.4,,1072.0,Moderate,,,,,42.51934,-124.04235
Illinois River Trail: Oak Flat Campground to Indigo Creek,out-and-back,9.6,,2132.0,Moderate,,,,,42.51903,-124.0422
Imnaha River Trail,out-and-back,11.9,,1528.0,Hard,,,,,45.76353,-116.7486
Independent Mine to Lookout Mountain Summit Trail,out-and-back,5.4,,1476.0,Moderate,,,,,44.34926,-120.34819
Indian Caves,out-and-back,0.7,,167.0,Easy,,,,,43.1561,-122.67589
Indian Creek Hike,out-and-back,3.2,480.0,250.0,Easy,All year,Yes,No,No,,
Indian Creek Trail,out-and-back,3.1,,239.0,Easy,,,,,45.70533,-121.50809
Indian Henry to the Narrows,out-and-back,6.7,,1233.0,Easy,,,,,45.10893,-122.07575
"Indian Point via Herman Creek, Nick Eaton and Gorton Creek Loop",loop,7.3,,3185.0,Hard,,,,,45.68283,-121.84237
Indian Ridge Trail,out-and-back,8.9,,3175.0,Moderate,,,,,45.94759,-118.00471
Indian Sands Trail,loop,0.9,,295.0,Moderate,,,,,42.15717,-124.3613
Indigo Lake Trail,loop,4.5,,643.0,Moderate,,,,,43.40987,-122.11685
Iron Horse Trail,loop,2.1,,193.0,Easy,,,,,44.31334,-120.825
Iron Mountain Trail,out-and-back,3.2,,1276.0,Hard,,,,,44.39409,-122.14806
Isaac Nickerson Loop Trail,loop,4.0,,472.0,Easy,,,,,44.37367,-122.00399
Island Meadow Trail,out-and-back,2.0,,255.0,Moderate,,,,,43.98345,-121.81151
Island in Time (John Day Fossil Beds - Sheep Rock Unit),out-and-back,1.2,,252.0,Easy,,,,,44.59523,-119.63079
Iwetemlaykin Heritage Trail,out-and-back,1.8,,131.0,Easy,,,,,45.34275,-117.2239
Jackpot Meadow via Little Crater Lake,out-and-back,10.5,,1325.0,Moderate,,,,,45.1473,-121.74645
Jackson Fraiser Wetland Hike,loop,0.7,,3.0,Easy,,,,,44.60414,-123.2397
Jacksonville Railroad Loop,loop,2.5,,344.0,Easy,,,,,42.31812,-122.9997
Jane Naverson to Rich Gulch Trail,loop,1.4,,255.0,Moderate,,,,,42.31465,-122.98233
Jasper Park,loop,1.8,,16.0,Easy,,,,,43.98767,-122.90011
Jaspers Crater and Owyhee River via Birch Creek OHV Route,out-and-back,51.0,,4425.0,Hard,,,,,43.09177,-117.21168
Jay Trail,loop,1.3,,209.0,Easy,,,,,45.52689,-122.72671
Jeffrey Pine Loop to Little Falls Loop,loop,3.7,,433.0,Easy,,,,,42.23174,-123.66007
Jenkins Estate Trails,out-and-back,3.3,,396.0,Easy,,,,,45.45849,-122.88826
Jenne Butte Loop,loop,2.2,,538.0,Easy,,,,,45.4802,-122.48525
Joanne Ruoff Memorial Nature Trail,loop,0.1,,0.0,Easy,,,,,42.75097,-124.5032
Joe Dancer Park,loop,1.8,,22.0,Easy,,,,,45.21151,-123.17723
John Day River: Clarno to Cottonwood,out-and-back,68.9,,793.0,Hard,,,,,44.9161,-120.4696
John Day River: Cottonwood Bridge to Columbia River,out-and-back,39.2,,114.0,Easy,,,,,45.47753,-120.47048
John Dellenback Trail,loop,5.5,,311.0,Moderate,,,,,43.58451,-124.1853
John Henry Lake via Bowman Trail,out-and-back,11.8,,3231.0,Hard,,,,,45.29386,-117.39587
Johnny Creek Nature Trail,loop,0.5,,19.0,Easy,,,,,43.97192,-122.56912
Johnson Creek Loop,loop,1.5,,180.0,Easy,,,,,42.31812,-122.99969
Jordan Cutoff Trail,out-and-back,3.1,,692.0,Moderate,,,,,45.34409,-121.43927
Joseph Wood Hill Park on Rocky Butte,loop,0.2,,32.0,Easy,,,,,45.54574,-122.56652
Jubilee Campground,loop,2.6,,173.0,Easy,,,,,45.82895,-117.96484
Juniper Gulch Trail,out-and-back,3.3,,1046.0,Moderate,,,,,43.29867,-117.2706
"Juniper, Sage Flat, and Canyon Loop",loop,2.8,,252.0,Easy,,,,,44.09919,-121.32514
Kapka Butte Trail,out-and-back,1.2,,242.0,Easy,,,,,43.97991,-121.61253
Keil Loop Trail,loop,2.3,,374.0,Moderate,,,,,45.53879,-122.73385
Kelley Point Park Loop,loop,1.2,,26.0,Easy,,,,,45.64646,-122.76152
Kelly Butte Nature Trail,out-and-back,0.8,,196.0,Easy,,,,,45.50079,-122.55459
Kendall Skyline Road,out-and-back,9.5,,833.0,Moderate,,,,,45.96648,-117.9548
Kentucky Falls Trail,out-and-back,3.7,,987.0,Moderate,,,,,43.92853,-123.79347
Kent’s Trail to Bens Trail to Phil’s Trail Loop,loop,7.9,,626.0,Moderate,,,,,44.04357,-121.38576
Kerby Peak Trail,out-and-back,6.7,,2706.0,Hard,,,,,42.2464,-123.45658
Kettle Falls and Succor Creek OHV Trail ,loop,42.4,,4727.0,Hard,,,,,43.59637,-117.11237
Kiger Gorge Overlook,loop,0.2,,16.0,Easy,,,,,42.70862,-118.57519
Kilchis Point Reserve,loop,2.0,,26.0,Easy,,,,,45.51251,-123.88155
King Mountain Truck OHV Trail,out-and-back,4.3,,672.0,Moderate,,,,,42.67706,-123.26588
King-Castle Trail,out-and-back,8.8,,1991.0,Hard,,,,,44.16774,-122.22538
Kingfisher Marsh and Pintail Pond Loop,loop,1.5,,19.0,Easy,,,,,45.50064,-122.99072
Kings Mountain Trail,out-and-back,4.6,,2532.0,Hard,,,,,45.5972,-123.50607
Kings Power Line Trail,out-and-back,2.0,,262.0,Moderate,,,,,44.592,-123.27609
King’s Mountain Junior and King’s Mountain Loop,loop,5.2,,2578.0,Hard,,,,,45.59686,-123.50648
Kinzel Lake via Salmon River Trail,out-and-back,16.6,,3805.0,Hard,,,,,45.2779,-121.93956
Kissing Rock to 303 Trail,out-and-back,4.1,,85.0,Easy,,,,,42.38632,-124.42371
Kiwa Butte to Dinah-Moe Humm,loop,9.4,,810.0,Moderate,,,,,43.967,-121.51493
Klickitat Canyon Hike,out-and-back,6.8,645.0,100.0,Easy,All year,Yes,No,No,,
Klickitat Trail: Klickitat Mineral Springs Hike,out-and-back,5.2,545.0,50.0,Easy,All year,Yes,No,No,,
Klickitat Trail: Lyle to Klickitat Hike,out-and-back,,465.0,340.0,Moderate,All year,Yes,No,No,,
Klickitat Trail: Swale Canyon Hike,out-and-back,,1560.0,1010.0,Moderate,Fall through spring (closed in summer),Yes,No,No,,
Knebel Springs Trail,loop,9.1,,1781.0,Moderate,,,,,45.39501,-121.49918
Knob Falls Trail,out-and-back,6.3,,396.0,Easy,,,,,42.88845,-122.46483
Koosah Falls Trail,out-and-back,0.8,,134.0,Moderate,,,,,44.3486,-121.9966
Koosah Mountain and Sisters Mirror Lake,loop,12.5,,1578.0,Moderate,,,,,43.98392,-121.8121
Koosah and Sahalie Falls Trail,loop,2.2,,357.0,Easy,,,,,44.34831,-121.99616
L.L. Stub Stewart Park via Bank's Vernonia State Trail,out-and-back,11.4,,1522.0,Moderate,,,,,45.69845,-123.18355
L.L. Stub Stewart State Park Loop,loop,4.8,,639.0,Easy,,,,,45.73655,-123.19167
LL Stub Visitor Center Loop,loop,5.7,,964.0,Moderate,,,,,45.73653,-123.19223
Labyrinth Hike,out-and-back,3.6,1005.0,915.0,Easy,All year,Yes,No,Yes,,
Labyrinth-Coyote Wall Loop Hike,loop,7.3,1655.0,1790.0,Moderate,All year,"Yes, for older kids",No,Yes,,
Lady of the Woods Trail,loop,0.7,,111.0,Easy,,,,,42.89698,-122.13413
Lake Ivern Trail,out-and-back,14.3,,2916.0,Moderate,,,,,42.66284,-122.28572
Lake Marie Trail,loop,1.0,,55.0,Easy,,,,,43.661,-124.19765
Lake Mountain and Mount Elijah,loop,9.7,,2529.0,Hard,,,,,42.09838,-123.40733
Lake Owyhee,loop,10.2,,2332.0,Hard,,,,,43.62219,-117.23923
Lake of the Woods Area Trails,loop,6.5,,180.0,Easy,,,,,42.38423,-122.23039
Lakes Basin via East Fork Lostine Trail,loop,17.7,,2828.0,Hard,,,,,45.24974,-117.37652
Lamberson Butte Spur Trail,out-and-back,9.2,,2562.0,Hard,,,,,45.41704,-121.57029
Lambert Rocks Trail,out-and-back,7.6,,738.0,Moderate,,,,,43.07862,-117.68046
Larch Mountain Crater Loop,loop,6.5,,1302.0,Moderate,,,,,45.52932,-122.08834
Larch Mountain Crater Loop Hike,loop,6.3,4055.0,1310.0,Moderate,May - November,Yes,No,No,,
Larch Mountain Trail,out-and-back,13.1,,3861.0,Moderate,,,,,45.5777,-122.11719
"Larch Mountain, Oneonta and Multnomah Spur Loop  [CLOSED]",loop,6.8,,1614.0,Moderate,,,,,45.54932,-122.09194
Larison Creek Trail,out-and-back,5.6,,583.0,Moderate,,,,,43.68784,-122.44103
Larison Rock,out-and-back,8.6,,2299.0,Hard,,,,,43.73686,-122.45499
Larison Rock Loop Trail,loop,9.9,,2273.0,Moderate,,,,,43.73668,-122.45505
Larry Chitwood Trail,loop,7.0,,193.0,Moderate,,,,,44.02119,-121.0771
Lasky Creek Summit,out-and-back,5.4,,1010.0,Hard,,,,,44.57169,-123.53108
Latourell Falls,out-and-back,0.2,,6.0,Easy,,,,,45.53883,-122.21777
Latourell Falls Loop Hike,loop,2.4,620.0,625.0,Easy,Year round except during winter storms,Yes,No,Yes,,
Latourell Falls Loop Trail,loop,2.0,,643.0,Moderate,,,,,45.53859,-122.21808
Laurance Lake High Ridge Hike,out-and-back,6.9,,1446.0,Moderate,,,,,45.45801,-121.65718
Laurelhurst Park Loop,loop,1.2,,62.0,Easy,,,,,45.5205,-122.62439
Lava Butte from Lava Lands Visitor Center,out-and-back,3.8,,593.0,Moderate,,,,,43.90953,-121.35833
Lava Cast Forest,loop,0.9,,62.0,Easy,,,,,43.81754,-121.28863
Lava Lands Visitor Center Loop,loop,1.0,,124.0,Easy,,,,,43.9099,-121.35697
Lava River Cave Trail,out-and-back,1.0,,16.0,Easy,,,,,43.89529,-121.36945
Lawler Mountain Bike Trail,out-and-back,9.0,,698.0,Moderate,,,,,43.75898,-122.61901
Le Conte Crater Trail,out-and-back,7.6,,925.0,Moderate,,,,,44.03496,-121.76596
Leaburg Canal Trail,out-and-back,7.7,,91.0,Easy,,,,,44.13543,-122.61316
Leach Botanical Gardens,loop,0.5,,68.0,Easy,,,,,45.4735,-122.53612
Leaf Hill Trail,loop,0.3,,22.0,Easy,,,,,44.64284,-120.28585
Legore Lake via Falls Creek Trail,out-and-back,6.7,,4101.0,Hard,,,,,45.30752,-117.30716
Leif Erikson Drive Firelane 1 Trail (Southern Loop),loop,6.9,,1023.0,Moderate,,,,,45.55727,-122.74913
Lemolo Falls Trail,out-and-back,3.2,,285.0,Easy,,,,,43.32927,-122.20293
Lents Park Loop,loop,1.0,,32.0,Easy,,,,,45.48467,-122.57086
"Leslie Gulch, Steamboat Ridge, and 3 Fingers Gulch OHV Trail",out-and-back,56.6,,6482.0,Hard,,,,,43.33844,-117.13632
Lewis and Clark Commemorative Trail,out-and-back,10.0,,262.0,Easy,,,,,45.93112,-119.26722
Lewis and Clark Discovery Trail,out-and-back,12.2,,3005.0,Hard,,,,,45.97357,-123.95403
Lewis and Clark Park Hike,out-and-back,3.0,160.0,100.0,Easy,Year-Round,Yes,No,Sometimes,,
Lewis and Clark Trail 400,out-and-back,0.9,,157.0,Easy,,,,,45.5418,-122.3799
Lewisburg Saddle Upper Horse Trail Loop,loop,3.2,,603.0,Moderate,,,,,44.6369,-123.29602
Lightning Spring Trail,out-and-back,8.4,,1299.0,Moderate,,,,,42.93441,-122.17006
Lillian Falls Trail,out-and-back,2.3,,616.0,Moderate,,,,,43.70279,-122.1122
Limpy Botanical Interpretive Loop Trail,loop,0.9,,124.0,Easy,,,,,42.4274,-123.54421
Linear Trail,loop,3.5,,551.0,Easy,,,,,45.74189,-123.18622
Link River trail,out-and-back,2.7,,68.0,Easy,,,,,42.23821,-121.80684
"Linnton Park, Keyser, Wildwood and Northeast Firelane Loop",loop,4.6,,961.0,Moderate,,,,,45.59632,-122.78434
Linnton Trail,loop,3.0,,830.0,Moderate,,,,,45.59679,-122.78422
Linnton Trailhead to Wildwood Trail to Northwest BPA Loop & Leaf Erickson,loop,11.4,,2395.0,Hard,,,,,45.59681,-122.78459
Lint Creek,out-and-back,4.1,,13.0,Easy,,,,,44.43241,-124.05406
Linton Lake Trail,out-and-back,4.3,,711.0,Moderate,,,,,44.17697,-121.91399
Lish Lake via Vulcan Lake Trail,out-and-back,2.8,,830.0,Moderate,,,,,42.19586,-123.99256
Lithia Park Loop,loop,2.1,,137.0,Easy,,,,,42.19501,-122.71702
Little Badger Creek Trail,out-and-back,11.3,,2821.0,Hard,,,,,45.28728,-121.36116
Little Beacon Rock Loop Hike,loop,1.6,730.0,375.0,Easy,Year round,Yes,No,Yes,,
Little Belknap Crater via PCT,out-and-back,5.2,,1141.0,Moderate,,,,,44.25992,-121.80535
Little Blitzen Gorge Trail,out-and-back,19.0,,2762.0,Moderate,,,,,42.65675,-118.72914
Little Boulder Way Trail,loop,6.4,,1112.0,Moderate,,,,,45.26564,-121.58302
Little Crater Lake Trail,loop,0.4,,0.0,Easy,,,,,45.14758,-121.74687
Little Crater Lake Trail  to Meditation Point,out-and-back,7.8,,288.0,Easy,,,,,45.14779,-121.74771
Little Crater Lake to Timothy Lake Campground,out-and-back,3.4,,39.0,Easy,,,,,45.14777,-121.74785
Little Crater Lake via PCT and Old 1916 Trail Loop,loop,10.9,,770.0,Moderate,,,,,45.09997,-121.74543
Little Crater Trail,loop,1.8,,459.0,Easy,,,,,43.70837,-121.24512
Little Falls,loop,0.5,,39.0,Easy,,,,,43.35647,-122.72018
Little Grayback Trail to Mule Mountain Loop via Applegate Lake,loop,15.5,,3375.0,Moderate,,,,,42.0554,-123.11776
Little Joe Loop to Falls Trail and North Trail,loop,1.3,,111.0,Moderate,,,,,45.38265,-122.03733
Little North Santiam Trail,out-and-back,8.1,,1420.0,Hard,,,,,44.83377,-122.35073
Little Rattlesnake Creek,out-and-back,3.6,,501.0,Moderate,,,,,44.50038,-119.62205
Little Three Creek Lake Trail,out-and-back,2.7,,364.0,Easy,,,,,44.11235,-121.62565
Little Zigzag Falls Trail,loop,0.7,,108.0,Easy,,,,,45.31415,-121.79618
Loeb Park Riverview Trail,out-and-back,1.2,,131.0,Easy,,,,,42.11866,-124.19569
Lola Lake Fern Trail,loop,0.8,,49.0,Easy,,,,,42.25325,-124.39626
Lola Lake Trail,out-and-back,2.7,,311.0,Moderate,,,,,42.25325,-124.39622
Lone Ranch South Trail,out-and-back,3.2,,383.0,Moderate,,,,,42.10069,-124.34408
Lone Ranch to Cape Ferrelo Loop,loop,1.6,,291.0,Easy,,,,,42.10089,-124.34401
Long Tom River Trail,out-and-back,1.3,,3.0,Easy,,,,,44.06184,-123.35433
Lookout Mountain Loop,loop,2.7,,521.0,Easy,,,,,45.35236,-121.53126
Lookout Mountain Trail,out-and-back,11.9,,3713.0,Hard,,,,,44.39503,-120.42397
Lookout Mountain and Eightmile Point Loop,loop,10.9,,1735.0,Moderate,,,,,45.39499,-121.49976
Lookout Mountain via the Divide Trail #458,out-and-back,6.0,,1804.0,Moderate,,,,,45.32385,-121.47626
Loon Lake,out-and-back,1.1,,439.0,Easy,,,,,43.59688,-123.84736
Lost Corral Trail,out-and-back,8.5,,390.0,Easy,,,,,45.47696,-120.4677
Lost Creek Lake Edge Trail Loop,loop,3.1,,167.0,Moderate,,,,,42.68232,-122.61544
Lost Creek Lake Shoreline Trail,out-and-back,13.3,,1364.0,Moderate,,,,,42.67594,-122.63509
Lost Lake Butte Trail,out-and-back,3.7,,1292.0,Moderate,,,,,45.49692,-121.81866
Lost Lake Loop (Lakeshore Trail),loop,3.1,,177.0,Easy,,,,,45.49581,-121.82246
Lost Lake Trail,out-and-back,7.8,,1305.0,Moderate,,,,,43.71086,-121.2298
Lost Lake and Summit Lake via Elkhorn Crest Trail,loop,21.5,,4393.0,Hard,,,,,44.96303,-118.22572
Lost Lake to Crater Rim Trail,loop,12.8,,2247.0,Moderate,,,,,43.71086,-121.2298
Lost Peak via Badger Lake Trail,out-and-back,9.9,,1194.0,Easy,,,,,42.45472,-122.24391
Lowami Hart Woods to Mount Williams to Burntwood Loop,loop,3.0,,351.0,Easy,,,,,45.46584,-122.83066
Lowder Mountain Trail,out-and-back,5.1,,1062.0,Moderate,,,,,44.06529,-122.09582
Lower & Upper Twin Lakes via PCT,out-and-back,5.7,,944.0,Easy,,,,,45.22933,-121.69963
Lower Crooked River Back Country Byway,out-and-back,44.3,,3175.0,Moderate,,,,,44.29443,-120.84695
Lower Horse Trail 610 Loop,loop,2.3,,551.0,Moderate,,,,,44.61358,-123.28674
Lower Klamath Basin Trail,loop,2.1,,423.0,Moderate,,,,,42.22909,-121.80679
Lower Macleay Park to Pittock Mansion,out-and-back,5.0,,921.0,Moderate,,,,,45.5359,-122.71245
Lower Soda Creek Falls Trail,out-and-back,1.4,,324.0,Easy,,,,,44.3998,-122.47868
Lower Starvation Loop,loop,2.5,,728.0,Moderate,,,,,45.68839,-121.68993
Lower Table Rock Trail,out-and-back,4.8,,793.0,Moderate,,,,,42.46892,-122.94575
"Lower, Middle, and Upper Rosary Lake",out-and-back,7.3,,856.0,Easy,,,,,43.59587,-122.03227
Luckiamute Landing,loop,3.8,,78.0,Easy,,,,,44.73218,-123.15227
Lucky Lake Trail,out-and-back,2.9,,423.0,Moderate,,,,,43.90263,-121.77792
Luna Butte,out-and-back,0.9,,357.0,Easy,,,,,43.89698,-121.27336
Lyle Cherry Orchard Hike,loop,6.5,1245.0,1340.0,Moderate,"All year, best in spring and fall","Yes, for older kids",No,On spring weekends,,
Lyle Cherry Orchard Trail,out-and-back,5.0,,1246.0,Moderate,,,,,45.6864,-121.26554
Lyle Hatfield Riverside Trail,out-and-back,1.2,,6.0,Easy,,,,,44.07812,-123.02941
MLK Park to Bald Hill View Trail,out-and-back,3.4,,593.0,Moderate,,,,,44.59047,-123.30746
Magness Tree Farm Perimeter Loop ,loop,2.0,,482.0,Easy,,,,,45.29472,-122.85277
Magone Lake Trail,loop,1.7,,114.0,Easy,,,,,44.54595,-118.9151
Maiden Lake Trail,out-and-back,13.2,,1630.0,Moderate,,,,,43.59739,-122.03321
Maiden Peak Trail,out-and-back,17.1,,3021.0,Hard,,,,,43.59771,-122.0311
Maiden Peak Trail #3861,out-and-back,14.2,,3320.0,Hard,,,,,43.61114,-122.05257
Maidu Lake Trail,out-and-back,19.2,,2319.0,Hard,,,,,43.3101,-122.11949
Main Chip Ross Loop,loop,1.5,,245.0,Easy,,,,,44.60606,-123.27929
Main Eagle Meadow ,out-and-back,9.2,,1476.0,Moderate,,,,,45.06507,-117.41558
Maple Ridge,loop,1.9,,213.0,Moderate,,,,,45.31135,-122.37988
Maple Ridge Trail,loop,0.7,,85.0,Easy,,,,,45.44166,-122.67561
"Maple Ridge, Center, Big Fir, Old Main, West Horse and Middle Creek Loop",loop,1.9,,226.0,Easy,,,,,45.44131,-122.67569
"Maple Ridge, Center, Trail, Big Fir, Old Main",loop,1.6,,124.0,Easy,,,,,45.44149,-122.67534
Maple Trail ,loop,3.2,,239.0,Easy,,,,,45.54715,-122.23629
Maple and Wildwood Trail Loop,loop,5.8,,856.0,Easy,,,,,45.56637,-122.75285
"Maple, Overlook, Hawthorn and Walnut Loop",loop,2.0,,187.0,Easy,,,,,45.51265,-122.71681
Maricara Natural Area Loop Hike,loop,0.7,,62.0,Easy,,,,,45.44905,-122.7073
Marie Lake Trail,out-and-back,7.1,,803.0,Easy,,,,,43.46354,-122.13432
Marine Drive Multiuse Path,out-and-back,11.0,,108.0,Easy,,,,,45.64334,-122.76524
Marine Drive Trail,out-and-back,10.2,,173.0,Easy,,,,,45.57152,-122.54654
Marion Falls and Gatch Falls,out-and-back,5.0,,1102.0,Moderate,,,,,44.57771,-121.89717
Marion Lake Trail,loop,4.9,,882.0,Moderate,,,,,44.57689,-121.89437
Marion Lake Trail to Marion Mountain,out-and-back,9.5,,2086.0,Hard,,,,,44.57696,-121.89441
Mark Slough Trail Loop,loop,1.6,,16.0,Easy,,,,,44.54999,-122.89477
Marquam Trail,out-and-back,3.0,,656.0,Moderate,,,,,45.50292,-122.69207
Marquam Trail to Council Crest Hike Trail,out-and-back,3.1,,748.0,Moderate,,,,,45.503,-122.69226
Marquam and Flicker Trail Loop,loop,1.8,,229.0,Easy,,,,,45.49075,-122.68644
"Marquam, Towhee, Flicker & Warbler Loop",loop,4.1,,941.0,Moderate,,,,,45.49112,-122.68705
Marshall Park Trail,loop,2.6,,357.0,Easy,,,,,45.45473,-122.6924
Martin Luther King Park Trail Loop,loop,3.0,,318.0,Easy,,,,,44.59052,-123.30754
"Marvin Gardens, KGB, Expressway, Kent’s and Phil’s Loop",loop,11.4,,856.0,Moderate,,,,,44.04333,-121.38583
"Marvin's Garden, KGB and Kent's Trail Loop",loop,9.4,,675.0,Moderate,,,,,44.04439,-121.38533
Mary S. Young Nature Trail,loop,0.2,,16.0,Easy,,,,,45.37991,-122.62789
Mary's Peak East Ridge Trail,loop,6.1,,1564.0,Hard,,,,,44.49574,-123.54332
Mary's Peak Summit Loop ,loop,2.1,,629.0,Moderate,,,,,44.50901,-123.5601
Mary's River Watershed,out-and-back,2.5,,413.0,Easy,,,,,44.49679,-123.54483
Maryhill Loops Hike,loop,5.9,1560.0,820.0,Moderate,Year round,Yes,No,No,,
Marys Peak East Ridge and North Ridge Loop,loop,9.1,,2030.0,Hard,,,,,44.53081,-123.54472
Marys Peak Pillow Basalt Trail,out-and-back,1.2,,78.0,Easy,,,,,44.48139,-123.53547
Marys Peak Road,loop,1.1,,324.0,Easy,,,,,44.5103,-123.55028
Marys Peak Trail,out-and-back,5.2,,1407.0,Moderate,,,,,44.49572,-123.54317
Matthieu Lakes Trail,loop,6.3,,849.0,Moderate,,,,,44.26018,-121.78691
Maxwell Butte Trail,out-and-back,9.8,,2500.0,Hard,,,,,44.46099,-121.97617
Maxwell Lake Trail,out-and-back,8.0,,2450.0,Moderate,,,,,45.25835,-117.38213
